# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"1260 ","Abderrahman, Wissam","$5,447 ","$3,508 ","$1,939","$14,535"
"1261 ","Pena, Enrique","$5,414 ","$3,330 ","$2,084","$10,173"
"1262 ","Adams, Harrison","$5,393 ","$4,847 ",$546,"$45,147"
"1263 ","Radulov, Iliyan","$5,348 ","$5,108 ",$240,"$6,068"
"1264 ","Goldenberg, Lior","$5,324 ","$2,958 ","$2,366","$12,883"
"1265 ","Searle, Henry","$5,322 ","$4,622 ",$700,"$5,682"
"1266 ","Strode, Isaiah","$5,318 ","$4,418 ",$900,"$32,315"
"1267 ","Chepik, Alexander","$5,304 ","$3,452 ","$1,852","$7,302"
"1268 ","Marrero, David","$5,303 ","$0 ","$5,303","$2,388,271"
"1269 ","Trinker, Jonas","$5,299 ","$4,599 ",$700,"$28,681"
"1270 ","Son, Ji Hoon","$5,296 ","$2,677 ","$2,619","$30,356"
"1271 ","Ratti, Lucio","$5,270 ","$3,476 ","$1,794","$7,740"
"1272 ","Klintcharov, Alexander","$5,262 ","$4,010 ","$1,252","$13,574"
"1273 ","Papac, Tomislav Edward","$5,230 ","$3,812 ","$1,418","$9,616"
"1274 ","Boyd, Kalman L.","$5,221 ","$4,771 ",$450,"$12,832"
"1275 ","Marrero Curbelo, Ivan","$5,207 ","$3,546 ","$1,661","$23,168"
"1276 ","Shaw, Michael","$5,206 ","$3,042 ","$2,164","$10,328"
"Page 29 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Dec 25, 2023",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1277 ","Sakamoto, Rei","$5,179 ","$4,867 ",$312,"$7,156"
"1278 ","Maulenov, Timur","$5,178 ","$4,528 ",$650,"$16,831"
"1279 ","Yamasaki, Jumpei","$5,166 ","$4,754 ",$412,"$69,696"
"1280 ","Denisov, Ivan","$5,163 ","$2,774 ","$2,389","$14,938"
"1281 ","Martinez, Mirko","$5,158 ","$4,644 ",$514,"$51,018"
"1282 ","Evans, Tom","$5,147 ","$3,587 ","$1,560","$13,604"
"1283 ","Mishkin, Kirill","$5,132 ","$1,610 ","$3,522","$9,754"
"1284 ","Hulme, Matt","$5,103 ","$2,451 ","$2,652","$7,553"
"1285 ","March, Cayetano","$5,102 ","$4,190 ",$912,"$41,922"
"1286 ","Khoeblal, Elgin","$5,056 ","$3,452 ","$1,604","$9,537"
"1287 ","Kawakami, Rimpei","$5,055 ","$4,192 ",$863,"$36,336"
"1288 ","Vales, Amit","$5,011 ","$3,943 ","$1,068","$5,451"
"1289 ","Chirita, Ioan Alexandru","$5,006 ","$3,405 ","$1,601","$7,068"
"1290 ","Dussin, Louis","$4,997 ","$4,115 ",$882,"$27,583"
"1291 ","Trochu, Pablo","$4,975 ","$4,483 ",$492,"$6,429"
"1292 ","Carraro, Luciano","$4,939 ","$4,485 ",$454,"$8,934"
"1293 ","Troost, Siim","$4,936 ","$1,831 ","$3,105","$9,709"
"1294 ","Vance, Jack","$4,920 ","$0 ","$4,920","$15,862"
"1295 ","Hernandez, Alex","$4,910 ","$4,910 ",$0,"$82,692"
"1296 ","Virgili, Augusto","$4,897 ","$0 ","$4,897","$17,757"
"1297 ","Rogers, Andrew","$4,891 ","$2,666 ","$2,225","$8,030"
"1298 ","Cerny, Matyas","$4,890 ","$2,540 ","$2,350","$9,017"
"1299 ","Harper, Mitchell","$4,885 ","$3,002 ","$1,883","$14,619"
"1300 ","Catry, Robin","$4,881 ","$2,910 ","$1,971","$7,914"
"1301 ","Pogosian, Sergei","$4,879 ","$4,501 ",$378,"$10,799"
"1302 ","Bybel, Nicholas","$4,869 ","$0 ","$4,869","$23,599"
"1303 ","Storrie, Ryan James","$4,868 ","$4,042 ",$826,"$38,252"
"1304T ","El Sallaly, Akram","$4,865 ","$1,662 ","$3,203","$21,214"
"1304T ","Marinescu, Mihai Razvan","$4,865 ","$2,977 ","$1,888","$9,026"
"1306 ","Badenhorst, Devin","$4,859 ","$4,513 ",$346,"$7,439"
"1307 ","Misasi, Giannicola","$4,855 ","$4,087 ",$768,"$10,719"
"1308 ","Stakusic, Marko","$4,846 ","$4,272 ",$574,"$11,296"
"1309 ","Freire Da Silva, Adan","$4,842 ","$2,876 ","$1,966","$10,248"
"1310 ","Genov, Anthony","$4,828 ","$1,952 ","$2,876","$10,431"
"1311 ","Muamba, Nicaise","$4,818 ","$3,060 ","$1,758","$12,612"
"1312 ","De Rossi, Marco","$4,806 ","$3,017 ","$1,789","$16,881"
"1313 ","Kumar, Pranav","$4,800 ","$676 ","$4,124","$6,481"
"1314 ","Perruzza, Valerio","$4,799 ","$4,541 ",$258,"$6,553"
"1315 ","Sueoka, Yamato","$4,795 ","$2,327 ","$2,468","$9,165"
"1316 ","Bachinger, Matthias","$4,787 ","$3,100 ","$1,687","$1,703,120"
"1317 ","Capecchi, Daniele","$4,785 ","$3,779 ","$1,006","$68,920"
"1318 ","Bailly, Pierre Yves","$4,784 ","$4,534 ",$250,"$8,576"
"1319 ","Srbljak, Gorazd","$4,743 ","$4,419 ",$324,"$33,052"
"1320 ","Cash, Robert","$4,742 ","$1,645 ","$3,097","$8,428"
"Page 30 of 100 ",,Statistics/ Prize Money/ Current,,"Report as of ","Dec 25, 2023"
