# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"929 ","Gomez, Juan Sebastian","$11,463 ","$7,848 ","$3,615","$131,424"
"930 ","Otegui, Juan Bautista","$11,391 ","$8,431 ","$2,960","$76,999"
"931 ","Lobanov, Aleksandr","$11,344 ","$4,510 ","$6,834","$25,838"
"932 ","Marques, Diogo","$11,293 ","$7,338 ","$3,955","$15,743"
"933 ","Barrena, Alex","$11,277 ","$10,607 ",$670,"$59,998"
"934 ","Castelnuovo, Luca","$11,273 ","$7,225 ","$4,048","$86,525"
"935T ","Pieri, Samuele","$11,261 ","$9,643 ","$1,618","$21,326"
"935T ","Watt, James","$11,261 ","$5,956 ","$5,305","$16,092"
"937 ","Jin, Yuquan","$11,245 ","$5,235 ","$6,010","$13,927"
"938 ","Aubriot, Alexandre","$11,235 ","$9,166 ","$2,069","$30,631"
"939 ","Brumm, Jacob","$11,197 ","$11,023 ",$174,"$32,126"
"940 ","Woodall, William","$11,180 ","$0 ","$11,180","$11,180"
"941 ","Klok, Denis","$11,175 ","$9,718 ","$1,457","$82,585"
"942 ","Whitehouse, Mark","$11,142 ","$5,151 ","$5,991","$106,059"
"943 ","Duda, Filip","$11,136 ","$2,072 ","$9,064","$55,245"
"944 ","Juarez, Facundo","$11,129 ","$10,750 ",$379,"$97,965"
"945 ","Baris, Ozan","$11,098 ","$8,998 ","$2,100","$29,727"
"946 ","Mckennon, Maxwell","$11,065 ","$9,334 ","$1,731","$14,473"
"947 ","Ghazouani Durand, Yanis","$11,064 ","$7,090 ","$3,974","$15,447"
"948 ","Rossi, Leonardo","$11,044 ","$9,682 ","$1,362","$28,184"
"949 ","Nunez, Daniel Antonio","$10,999 ","$8,079 ","$2,920","$35,466"
"950 ","Freund, Simon","$10,987 ","$420 ","$10,567","$55,198"
"951 ","Giacomini, Luca","$10,934 ","$7,632 ","$3,302","$64,579"
"952 ","Kielan, Szymon","$10,926 ","$3,946 ","$6,980","$41,728"
"953 ","Ganta, Sai Karteek Reddy","$10,858 ","$2,900 ","$7,958","$22,508"
"954 ","Ichikawa, Taisei","$10,856 ","$7,540 ","$3,316","$51,925"
"955 ","Potenza, Luca","$10,828 ","$7,570 ","$3,258","$72,516"
"956 ","Dedura-Palomero, Diego","$10,819 ","$10,783 ",$36,"$11,879"
"957 ","Pedrico Kravtsov, Albert","$10,811 ","$9,523 ","$1,288","$11,945"
"958 ","Camus, Charlie","$10,800 ","$8,402 ","$2,398","$16,998"
"959 ","Wassermann, Deney","$10,797 ","$9,708 ","$1,089","$31,623"
"960 ","Reco, Alexandre","$10,766 ","$9,690 ","$1,076","$26,151"
"961 ","Woestendick, Cooper","$10,762 ","$9,710 ","$1,052","$10,942"
"962 ","Aguilar Cardozo, Joaquin","$10,733 ","$8,087 ","$2,646","$15,002"
"963 ","Genov, Anthony","$10,712 ","$2,876 ","$7,836","$21,144"
"964 ","Arutiunian, Erik","$10,681 ","$8,160 ","$2,521","$31,926"
"965 ","O'Hoisin, Osgar","$10,679 ","$3,213 ","$7,466","$38,309"
"966 ","Jebavy, Roman","$10,644 ","$0 ","$10,644","$737,027"
"967 ","Winter Lopez, Benjamin","$10,594 ","$7,239 ","$3,355","$71,155"
"968 ","Giunta, Massimo","$10,537 ","$9,265 ","$1,272","$20,815"
"Page 22 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"969 ","Rola, Blaz","$10,478 ","$7,843 ","$2,635","$1,148,909"
"970 ","Gutierrez, Oscar Jose","$10,476 ","$8,458 ","$2,018","$150,954"
"971T ","Arseneault, Nicolas","$10,470 ","$9,580 ",$890,"$10,910"
"971T ","Qureshi, Aisam-Ul-Haq","$10,470 ","$0 ","$10,470","$3,731,369"
"973 ","Grant, William","$10,468 ","$9,849 ",$619,"$22,127"
"974 ","Kim, Aidan","$10,429 ","$8,509 ","$1,920","$21,330"
"975 ","Stepanov, Roy","$10,416 ","$190 ","$10,226","$20,722"
"976 ","Thanos, Aristotelis","$10,400 ","$9,560 ",$840,"$37,801"
"977 ","Gray, Alastair","$10,385 ","$10,385 ",$0,"$227,448"
"978 ","Braynin, Aleksandr","$10,381 ","$8,919 ","$1,462","$39,407"
"979 ","Caniato, Carlo Alberto","$10,307 ","$8,126 ","$2,181","$13,408"
"980 ","Kalovelonis, Markos","$10,306 ","$1,466 ","$8,840","$166,314"
"981 ","La Vela, Giuseppe","$10,305 ","$8,757 ","$1,548","$24,114"
"982 ","Wallart, Enzo","$10,253 ","$9,005 ","$1,248","$34,011"
"983 ","Martin, Dan","$10,249 ","$8,411 ","$1,838","$29,692"
"984 ","Falabella, Lautaro Agustin","$10,183 ","$6,822 ","$3,361","$24,947"
"985 ","D'Agostino, Stefano","$10,150 ","$7,746 ","$2,404","$17,536"
"986 ","Poling, Karl","$10,131 ","$7,382 ","$2,749","$17,289"
"987 ","Zeng, Yaojie","$10,063 ","$6,268 ","$3,795","$12,257"
"988 ","Donald, Matthew William","$10,062 ","$8,244 ","$1,818","$25,800"
"989 ","Kumar, Pranav","$10,046 ","$2,403 ","$7,643","$16,527"
"990 ","Klintcharov, Alexander","$10,017 ","$7,276 ","$2,741","$23,593"
"991 ","Noce, Gabriele Maria","$9,995 ","$7,521 ","$2,474","$45,272"
"992 ","Gimeno Valero, Carlos","$9,967 ","$9,967 ",$0,"$106,528"
"993 ","Grevelius, Erik","$9,951 ","$2,298 ","$7,653","$12,748"
"994 ","Pow, Luca","$9,948 ","$3,007 ","$6,941","$42,727"
"995 ","Jong, Sander","$9,938 ","$7,697 ","$2,241","$33,098"
"996 ","Chirita, Ioan Alexandru","$9,924 ","$8,212 ","$1,712","$16,992"
"997 ","Zhu, Michael","$9,911 ","$7,908 ","$2,003","$58,109"
"998 ","Feldbausch, Kilian","$9,870 ","$9,870 ",$0,"$39,252"
"999 ","Masabayashi, Tomohiro","$9,852 ","$7,119 ","$2,733","$28,233"
"1000 ","Ganesan, Adhithya","$9,840 ","$8,313 ","$1,527","$21,404"
"1001 ","Bass, Finn","$9,824 ","$4,668 ","$5,156","$31,634"
"1002 ","Tajima, Naoki","$9,817 ","$5,021 ","$4,796","$57,330"
"1003 ","Basing, Max","$9,786 ","$9,027 ",$759,"$15,330"
"1004 ","Ribecai, Michele","$9,758 ","$8,692 ","$1,066","$12,232"
"1005 ","Nefve, Axel","$9,754 ","$8,263 ","$1,491","$21,863"
"1006 ","Bennani, Reda","$9,719 ","$9,287 ",$432,"$19,584"
"1007 ","Summers, Matthew","$9,689 ","$5,251 ","$4,438","$13,792"
"1008 ","Liaonenka, Aliaksandr","$9,673 ","$6,602 ","$3,071","$39,213"
"1009 ","Izquierdo Luque, Rafael","$9,621 ","$5,173 ","$4,448","$13,564"
"1010 ","Poertner, Lasse","$9,590 ","$7,544 ","$2,046","$11,498"
"1011 ","Sakellaridis, Dimitris","$9,581 ","$3,628 ","$5,953","$23,793"
"1012 ","Huertas Del Pino Cordova, Arklon","$9,550 ","$2,704 ","$6,846","$97,759"
"Page 23 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1013 ","Martin, Toby","$9,535 ","$7,341 ","$2,194","$79,589"
"1014 ","Davis, James","$9,521 ","$370 ","$9,151","$18,168"
"1015 ","Hrazdil, Jan","$9,517 ","$4,110 ","$5,407","$16,735"
"1016 ","Sureshkumar, Manish","$9,451 ","$5,456 ","$3,995","$75,363"
"1017 ","Verbin, Pavel","$9,435 ","$3,881 ","$5,554","$17,708"
"1018 ","Lee, Jea Moon","$9,428 ","$4,712 ","$4,716","$62,149"
"1019T ","Nedic, Andrej","$9,380 ","$8,974 ",$406,"$24,514"
"1019T ","Zakaria, Fares","$9,380 ","$6,928 ","$2,452","$25,152"
"1021 ","Planinsek, Filip Jeff","$9,362 ","$8,698 ",$664,"$11,643"
"1022 ","Vishwakarma, Siddharth","$9,353 ","$8,959 ",$394,"$28,790"
"1023 ","Raynel, Amaury","$9,305 ","$7,036 ","$2,269","$34,559"
"1024 ","Reitano, Stefano","$9,248 ","$5,604 ","$3,644","$32,225"
"1025 ","Beloborodko, Illya","$9,235 ","$5,942 ","$3,293","$37,959"
"1026 ","Tudorica, Alvin Nicholas","$9,204 ","$6,973 ","$2,231","$10,500"
"1027 ","Privara, Peter Benjamin","$9,200 ","$8,396 ",$804,"$32,366"
"1028 ","Zayid, Mubarak Shannan","$9,155 ","$4,969 ","$4,186","$97,974"
"1029 ","Radjenovic, Vuk","$9,148 ","$7,119 ","$2,029","$12,666"
"1030 ","Dong, Zhenxiong","$9,126 ","$6,874 ","$2,252","$14,751"
"1031 ","Ferrari, Francesco","$9,088 ","$7,588 ","$1,500","$35,820"
"1032 ","Nawaf, Rashed","$9,085 ","$4,969 ","$4,116","$18,711"
"1033 ","Tessa, Louis","$9,058 ","$7,780 ","$1,278","$52,097"
"1034T ","Fenty, Andrew","$9,032 ","$8,261 ",$771,"$26,395"
"1034T ","Polukhin, Savva","$9,032 ","$8,516 ",$516,"$24,100"
"1036 ","Marinescu, Mihai Razvan","$9,026 ","$6,800 ","$2,226","$18,053"
"1037 ","Liu, Hanyi","$9,013 ","$8,185 ",$828,"$32,536"
"1038 ","Hermans, Mats","$8,944 ","$882 ","$8,062","$42,611"
"1039 ","Marino, Pietro","$8,923 ","$7,453 ","$1,470","$21,832"
"1040 ","Brown, Preston","$8,901 ","$7,841 ","$1,060","$36,701"
"1041 ","Berkieta, Tomasz","$8,853 ","$7,515 ","$1,338","$12,211"
"1042 ","Zhukov, Maxim","$8,831 ","$7,225 ","$1,606","$23,508"
"1043 ","Williams, Cooper","$8,823 ","$7,368 ","$1,455","$19,141"
"1044 ","Latinovic, Stefan","$8,789 ","$4,060 ","$4,729","$10,869"
"1045 ","Aksu, Cengiz","$8,771 ","$6,554 ","$2,217","$40,912"
"1046 ","Chepelev, Andrey","$8,765 ","$7,721 ","$1,044","$123,371"
"1047 ","Legout, Timo","$8,690 ","$7,985 ",$705,"$62,094"
"1048T ","Banerjee, Samir","$8,676 ","$8,264 ",$412,"$39,869"
"1048T ","Lee, Duckhee","$8,676 ","$6,456 ","$2,220","$443,002"
"1050 ","Eriksson, Sebastian","$8,646 ","$7,218 ","$1,428","$13,088"
"1051 ","Altamirano, Collin","$8,638 ","$7,320 ","$1,318","$192,437"
"1052 ","Turker, Mert Naci","$8,628 ","$4,749 ","$3,879","$41,134"
"1053 ","Perez, Brandon","$8,614 ","$4,914 ","$3,700","$21,533"
"1054 ","Szajrych, Jasza","$8,605 ","$6,280 ","$2,325","$22,193"
"1055 ","Sinha, Nitin Kumar","$8,583 ","$4,558 ","$4,025","$47,828"
"1056 ","Story, James","$8,563 ","$6,607 ","$1,956","$13,212"
"Page 24 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1057 ","Yin, Bang Shuo","$8,547 ","$5,794 ","$2,753","$20,502"
"1058 ","Taylor, Adam","$8,543 ","$449 ","$8,094","$54,649"
"1059 ","Pontjodikromo, Sidane","$8,489 ","$6,818 ","$1,671","$68,239"
"1060 ","Paris, Tom","$8,461 ","$5,678 ","$2,783","$25,681"
"1061 ","Jeong, Yeong-Seok","$8,431 ","$4,118 ","$4,313","$28,984"
"1062 ","Cazacu, Dragos Nicolae","$8,396 ","$5,970 ","$2,426","$17,873"
"1063 ","Salle, Fabien","$8,390 ","$7,226 ","$1,164","$14,532"
"1064 ","Bozemoj, Brian","$8,364 ","$5,287 ","$3,077","$18,247"
"1065 ","Caruso, Salvatore","$8,357 ","$7,042 ","$1,315","$1,986,102"
"1066 ","Filip, Jakub","$8,353 ","$6,952 ","$1,401","$10,037"
"1067 ","Ivanov, Saveliy","$8,318 ","$7,166 ","$1,152","$12,580"
"1068 ","Bassem Sobhy, Michael","$8,242 ","$6,462 ","$1,780","$18,448"
"1069 ","Jones, Miles","$8,238 ","$5,867 ","$2,371","$14,796"
"1070 ","Catarina, Lucas","$8,236 ","$8,236 ",$0,"$223,908"
"1071 ","Boulais, Justin","$8,194 ","$5,324 ","$2,870","$50,075"
"1072 ","Kang, Kyle","$8,139 ","$7,529 ",$610,"$24,370"
"1073 ","Andreescu, Stefan Adrian","$8,112 ","$6,656 ","$1,456","$12,252"
"1074 ","Dancu, Vlad Andrei","$8,094 ","$7,686 ",$408,"$47,169"
"1075 ","Stodder, Timo","$8,088 ","$7,539 ",$549,"$103,327"
"1076 ","Bosio, Gabriele","$8,031 ","$6,345 ","$1,686","$28,126"
"1077 ","Paty, Daniel","$8,029 ","$5,796 ","$2,233","$31,066"
"1078 ","Chopra, Keshav","$8,021 ","$3,126 ","$4,895","$21,111"
"1079 ","Cigarran, Thiago","$8,018 ","$5,374 ","$2,644","$23,173"
"1080 ","Tosetto, Rafael","$7,990 ","$5,317 ","$2,673","$16,262"
"1081 ","Bonsach Ganley, Kane","$7,986 ","$7,182 ",$804,"$12,638"
"1082 ","Basel, Valentin","$7,961 ","$4,369 ","$3,592","$8,862"
"1083 ","Mashtakov, Nikita","$7,954 ","$5,160 ","$2,794","$37,478"
"1084 ","Becerra Otarola, Ignacio Antonio","$7,926 ","$5,934 ","$1,992","$21,197"
"1085 ","Zgirovsky, Alexander","$7,866 ","$4,430 ","$3,436","$39,123"
"1086 ","Flores, Jesse","$7,828 ","$5,887 ","$1,941","$33,730"
"1087 ","Ciavarella, Niccolò","$7,768 ","$6,644 ","$1,124","$14,858"
"1088 ","Borisiouk, Martin","$7,695 ","$6,769 ",$926,"$21,792"
"1089 ","Wallin, Olle","$7,687 ","$7,447 ",$240,"$16,589"
"1090 ","Mackinlay, James","$7,683 ","$379 ","$7,304","$17,114"
"1091 ","Tamm, Kristjan","$7,682 ","$6,226 ","$1,456","$47,681"
"1092 ","Sumizawa, Daisuke","$7,638 ","$5,129 ","$2,509","$47,120"
"1093 ","Sharan, Divij","$7,625 ","$119 ","$7,506","$952,056"
"1094 ","Brunclik, Petr","$7,623 ","$5,531 ","$2,092","$11,708"
"1095 ","Londero, Juan Ignacio","$7,570 ","$7,570 ",$0,"$2,120,239"
"1096 ","Crowther, Corban","$7,568 ","$6,566 ","$1,002","$14,444"
"1097 ","Saritas, Gokberk","$7,559 ","$3,620 ","$3,939","$14,883"
"1098 ","Turriziani Alvarez, Alejandro","$7,525 ","$4,417 ","$3,108","$12,666"
"1099 ","Donnet, Etienne","$7,523 ","$6,506 ","$1,017","$12,725"
"1100 ","Tabacco, Fausto","$7,474 ","$6,736 ",$738,"$46,245"
"Page 25 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1101 ","Stater, Alexander","$7,467 ","$6,653 ",$814,"$12,992"
"1102 ","Del Pino, Mateo","$7,461 ","$3,147 ","$4,314","$18,548"
"1103 ","Makhlouf, Mohamed Nazim","$7,416 ","$5,490 ","$1,926","$20,273"
"1104 ","Kirci, Koray","$7,397 ","$6,119 ","$1,278","$53,708"
"1105 ","Matsuoka, Hayato","$7,395 ","$5,826 ","$1,569","$13,344"
"1106 ","Yamanaka, Taiyo","$7,347 ","$5,358 ","$1,989","$25,095"
"1107 ","Andre, Seydina","$7,338 ","$5,946 ","$1,392","$19,484"
"1108 ","Gorokhov, Mikhail","$7,331 ","$7,331 ",$0,"$10,204"
"1109 ","Kawachi, Kazuma","$7,287 ","$4,176 ","$3,111","$52,183"
"1110 ","Trochu, Pablo","$7,281 ","$6,279 ","$1,002","$13,710"
"1111 ","Simundza, Josip","$7,268 ","$5,595 ","$1,673","$11,692"
"1112 ","Wiedenmann, Luca","$7,261 ","$7,261 ",$0,"$24,657"
"1113 ","Badenhorst, Devin","$7,259 ","$5,909 ","$1,350","$14,698"
"1114 ","Maginley, Jody","$7,239 ","$674 ","$6,565","$39,312"
"1115 ","Matsuda, Koki","$7,218 ","$4,475 ","$2,743","$17,456"
"1116 ","Hazawa, Shinji","$7,196 ","$3,719 ","$3,477","$52,391"
"1117 ","Nagel, Arthur","$7,193 ","$4,297 ","$2,896","$11,630"
"1118 ","Ramskogler, Gregor","$7,150 ","$3,926 ","$3,224","$13,084"
"1119 ","Quan, Rudy","$7,141 ","$6,949 ",$192,"$9,415"
"1120 ","Philippov, Evgeny","$7,128 ","$6,054 ","$1,074","$35,039"
"1121 ","Vulpitta, Gabriele","$7,103 ","$4,548 ","$2,555","$8,619"
"1122 ","Zheng, Zhan","$7,102 ","$2,886 ","$4,216","$11,515"
"1123 ","Li, Zekai","$7,074 ","$1,064 ","$6,010","$9,812"
"1124 ","Cekirge, Kuzey","$7,061 ","$6,625 ",$436,"$20,251"
"1125 ","Ozolins, Karlis","$7,037 ","$6,479 ",$558,"$21,418"
"1126 ","Sciahbasi, Lorenzo","$7,027 ","$4,313 ","$2,714","$10,278"
"1127 ","Habib, Ali","$7,021 ","$5,673 ","$1,348","$12,347"
"1128 ","Lilov, Victor","$6,991 ","$6,541 ",$450,"$42,705"
"1129 ","Tsitsipas, Pavlos","$6,989 ","$5,497 ","$1,492","$9,311"
"1130 ","Brady, Patrick","$6,982 ","$6,648 ",$334,"$22,608"
"1131 ","Nandal, Yuvan","$6,980 ","$5,854 ","$1,126","$6,980"
"1132 ","Babic, Zvonimir","$6,961 ","$0 ","$6,961","$31,180"
"1133 ","Bodmer, Adrian","$6,956 ","$5,284 ","$1,672","$60,154"
"1134 ","De Vincentis, Matteo","$6,929 ","$4,406 ","$2,523","$17,569"
"1135 ","Lee, Kuan-Yi","$6,912 ","$5,781 ","$1,131","$66,032"
"1136 ","Sigsgaard, Christian","$6,911 ","$6,137 ",$774,"$31,101"
"1137 ","Monferrer, Ezequiel","$6,905 ","$5,167 ","$1,738","$9,354"
"1138 ","Eqbal, Ishaque","$6,894 ","$4,576 ","$2,318","$24,152"
"1139 ","Kupcic, Jan","$6,863 ","$4,441 ","$2,422","$15,864"
"1140 ","Sim, Sungbeen","$6,838 ","$4,563 ","$2,275","$7,980"
"1141 ","Lu, Pengyu","$6,820 ","$4,882 ","$1,938","$8,952"
"1142 ","Shaw, Michael","$6,769 ","$2,841 ","$3,928","$17,097"
"1143 ","Cavallo, Fernando","$6,726 ","$5,478 ","$1,248","$7,920"
"1144T ","Maksimovic, Marko","$6,683 ","$3,958 ","$2,725","$8,899"
"Page 26 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1144T ","Parisca Romera, Ignacio","$6,683 ","$5,678 ","$1,005","$7,877"
"1146 ","Aguilar Cardozo, Federico","$6,667 ","$3,859 ","$2,808","$8,043"
"1147 ","Ojakaar, Oliver","$6,651 ","$5,795 ",$856,"$8,772"
"1148 ","Lopez, Noah","$6,648 ","$4,633 ","$2,015","$25,866"
"1149 ","Jermar, Jan","$6,608 ","$2,685 ","$3,923","$15,814"
"1150 ","Osorio, Juan Sebastian","$6,594 ","$5,422 ","$1,172","$19,809"
"1151 ","Asaba, Abraham","$6,590 ","$2,694 ","$3,896","$19,956"
"1152 ","Pietri, Benjamin","$6,586 ","$4,377 ","$2,209","$45,411"
"1153 ","Fishback, Ryan","$6,564 ","$4,602 ","$1,962","$9,193"
"1154 ","Ujvary, Matthias","$6,561 ","$5,147 ","$1,414","$16,912"
"1155 ","Campana, Federico","$6,532 ","$4,392 ","$2,140","$22,194"
"1156 ","Zhang, Tianhui","$6,526 ","$6,340 ",$186,"$7,948"
"1157 ","Vales, Amit","$6,525 ","$5,999 ",$526,"$11,976"
"1158 ","George, Benjamin Thomas","$6,516 ","$4,567 ","$1,949","$8,601"
"1159 ","Vardhan, Vishnu","$6,507 ","$3,129 ","$3,378","$266,613"
"1160 ","Yang, Jimmy","$6,503 ","$5,353 ","$1,150","$21,397"
"1161 ","Chen, Charles","$6,478 ","$6,478 ",$0,"$7,778"
"1162 ","Miletich, Iannis","$6,444 ","$5,112 ","$1,332","$7,464"
"1163 ","Kukasian, Artur","$6,426 ","$4,560 ","$1,866","$8,772"
"1164 ","Butulija, Boris","$6,424 ","$5,466 ",$958,"$42,649"
"1165 ","Vandermeersch, Cyril","$6,419 ","$4,877 ","$1,542","$25,972"
"1166 ","Loutit, Jack","$6,413 ","$6,263 ",$150,"$13,174"
"1167 ","Decamps, Gabriel","$6,379 ","$5,216 ","$1,163","$59,843"
"1168 ","Denisov, Ivan","$6,373 ","$3,906 ","$2,467","$21,311"
"1169 ","Perez, Alfredo","$6,366 ","$4,800 ","$1,566","$68,100"
"1170 ","Donev, Gabriel","$6,364 ","$4,354 ","$2,010","$47,861"
"1171 ","Zekic, Miljan","$6,346 ","$5,926 ",$420,"$416,269"
"1172 ","Fantini, Luca","$6,341 ","$5,063 ","$1,278","$16,386"
"1173 ","Xilas, Ioannis","$6,339 ","$5,178 ","$1,161","$14,093"
"1174 ","Ocleppo, Julian","$6,326 ","$3,810 ","$2,516","$155,072"
"1175 ","Kriznik, Matic","$6,311 ","$4,680 ","$1,631","$8,603"
"1176T ","Callejon Hernando, Sergio","$6,306 ","$5,486 ",$820,"$9,598"
"1176T ","Casanova, Andrin","$6,306 ","$4,554 ","$1,752","$12,628"
"1178 ","Bellifemine, Alessandro","$6,304 ","$4,998 ","$1,306","$13,469"
"1179T ","Alkaya, Mert","$6,287 ","$3,988 ","$2,299","$18,267"
"1179T ","Perez Sanz, David","$6,287 ","$4,024 ","$2,263","$199,428"
"1181T ","Nedelchev, Nikolay","$6,282 ","$3,937 ","$2,345","$18,399"
"1181T ","Van Emburgh, Jake","$6,282 ","$4,634 ","$1,648","$16,230"
"1183 ","Garcia Mestre, Jordi","$6,274 ","$4,229 ","$2,045","$10,583"
"1184 ","Cerny, Matyas","$6,270 ","$4,601 ","$1,669","$15,287"
"1185 ","De Jonge, Daniel","$6,240 ","$4,032 ","$2,208","$20,752"
"1186 ","Nadal, Joan","$6,227 ","$5,648 ",$579,"$8,238"
"1187 ","Escurra Isnardi, Hernando Jose","$6,201 ","$4,528 ","$1,673","$13,138"
"1188 ","Mbithi, Mwendwa","$6,184 ","$4,950 ","$1,234","$25,654"
"Page 27 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1189 ","Rungkat, Christopher","$6,180 ","$0 ","$6,180","$291,900"
"1190 ","Descotte, Matias Franco","$6,178 ","$5,014 ","$1,164","$157,103"
"1191 ","Curras Abasolo, Tomas","$6,163 ","$5,021 ","$1,142","$15,957"
"1192 ","Plunger, Manuel","$6,154 ","$4,210 ","$1,944","$8,226"
"1193 ","Montsi, Khololwam","$6,144 ","$5,129 ","$1,015","$48,766"
"1194 ","Nishiwaki, Kazuki","$6,138 ","$4,820 ","$1,318","$40,413"
"1195 ","Khazime, Daniel","$6,127 ","$4,765 ","$1,362","$8,648"
"1196 ","Kawahashi, Yuta","$6,125 ","$4,218 ","$1,907","$28,145"
"1197 ","Kravchenko, Georgii","$6,095 ","$5,438 ",$657,"$79,446"
"1198 ","Bocchi, Lorenzo","$6,081 ","$5,577 ",$504,"$57,088"
"1199 ","Agarwal, Rishab","$6,080 ","$4,700 ","$1,380","$46,467"
"1200 ","Becroft, Isaac","$6,075 ","$5,100 ",$975,"$16,161"
"1201 ","Fomba, Luc","$6,042 ","$4,217 ","$1,825","$13,360"
"1202 ","Markovic, Sasa","$6,029 ","$5,975 ",$54,"$9,449"
"1203 ","Azoides, Demetris","$6,023 ","$4,340 ","$1,683","$14,044"
"1204 ","Ryan Ziegann, Sam","$6,021 ","$4,683 ","$1,338","$11,896"
"1205 ","Walters, Marcus","$6,016 ","$4,392 ","$1,624","$11,138"
"1206 ","Simonit, Ezequiel","$6,011 ","$4,781 ","$1,230","$12,741"
"1207 ","Kusuhara, Yusuke","$5,998 ","$2,182 ","$3,816","$9,561"
"1208 ","Efstathiou, Menelaos","$5,992 ","$3,939 ","$2,053","$22,182"
"1209 ","Rottgering, Mees","$5,984 ","$4,741 ","$1,243","$8,576"
"1210 ","Kikuchi, Yuta","$5,978 ","$3,814 ","$2,164","$17,638"
"1211 ","Lehmann, Nikos","$5,966 ","$4,339 ","$1,627","$8,938"
"1212 ","Park, Uisung","$5,963 ","$3,573 ","$2,390","$38,455"
"1213 ","Vives Marcos, Pedro","$5,946 ","$5,215 ",$731,"$46,697"
"1214 ","Dinev, Dinko","$5,907 ","$3,197 ","$2,710","$8,770"
"1215 ","Forger, Abel","$5,885 ","$4,793 ","$1,092","$7,693"
"1216 ","Bernard, Alexander","$5,884 ","$4,799 ","$1,085","$23,892"
"1217 ","Jovic, Viktor","$5,854 ","$4,258 ","$1,596","$29,469"
"1218 ","Lalami Laaroussi, Younes","$5,835 ","$2,588 ","$3,247","$25,099"
"1219 ","Moroni, Gian Marco","$5,834 ","$5,834 ",$0,"$356,871"
"1220 ","Jordan, Phillip","$5,817 ","$3,563 ","$2,254","$6,429"
"1221 ","Sakellaridis, Michalis","$5,816 ","$728 ","$5,088","$18,169"
"1222 ","Calvano, Giovanni","$5,804 ","$4,942 ",$862,"$18,494"
"1223 ","Jang, Yunseok","$5,788 ","$4,293 ","$1,495","$18,642"
"1224 ","Dhamne, Manas","$5,784 ","$5,142 ",$642,"$14,417"
"1225 ","Calzi, Raphael","$5,757 ","$2,560 ","$3,197","$20,287"
"1226 ","Bennani, Karim","$5,742 ","$3,786 ","$1,956","$6,738"
"1227 ","Welte, Milan","$5,731 ","$4,186 ","$1,545","$31,473"
"1228 ","Hjorth, Philip","$5,727 ","$5,145 ",$582,"$9,575"
"1229 ","de Almeida, Joaquim","$5,719 ","$3,272 ","$2,447","$5,719"
"1230 ","Nakashima, Bryce","$5,694 ","$2,530 ","$3,164","$14,482"
"1231 ","Ribeiro Lago, Elio Jose","$5,688 ","$2,646 ","$3,042","$18,198"
"1232 ","Gobat, Adrien","$5,685 ","$5,307 ",$378,"$23,753"
"Page 28 of 102 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 25, 2024"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 25, 2024",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1233 ","Young, Gavin","$5,684 ","$5,630 ",$54,"$6,276"
"1234 ","Tarvet, Oliver","$5,674 ","$5,524 ",$150,"$12,518"
"1235 ","Dalmasso, Guillaume","$5,671 ","$5,473 ",$198,"$9,436"
"1236 ","Pampanin, Pietro","$5,619 ","$3,549 ","$2,070","$19,614"
"1237 ","Court, Jayden","$5,617 ","$4,565 ","$1,052","$23,134"
"1238 ","Malgaroli, Leonardo","$5,591 ","$3,812 ","$1,779","$12,673"
"1239 ","Pecotic, Matija","$5,590 ","$5,404 ",$186,"$145,476"
"1240 ","Santillan, Akira","$5,580 ","$3,465 ","$2,115","$495,522"
